Id,Tweet,is_retweet,following,followers,actions,label
732575794501931008,Get Weather Updates from theweatherchannel 10:17:35,0,10,0,0,1
732575802869440514,Get Weather Updates from theweatherchannel 10:17:37,0,6,3,0,1
732575802882183168,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/bKLBvQINsr,0,110,1131,2,1
732575815460917248,RT @SkinRush_io: Follow &amp; RT for a chance to win our StatTrak M9 Doppler Factory New giveaway! #CSGOgiveaway https://t.co/WIqHut5dE4 https:�,0,244,41,947,1
732575819667673089,New Node: 197.7.147.126 Issue: #WordPress Login Brute Force Network: Agence Tunisienne d'Internet https://t.co/wt4fNObqCq #badbots,0,2608,2110,0,1
732575823832604674,Carla and Margret  getting her ass wet outside: #Carla and Margret  #getting #outside https://t.co/h6EsJOofvK,0,15,51,0,1
732575840618352641,a#rtn,0,5,428,0,1
732575840614092800,4 people followed me and 4 people unfollowed me // automatically checked by https://t.co/98bY1Rty6D,0,1080,372,0,1
732575844812591104,7 people followed me and 4 people unfollowed me // automatically checked by https://t.co/2smdGeEI0w,0,2004,1528,0,1
732575844820996097,Watch for Free https://t.co/MtnQWupCu7 #webcam #cam #webcams #cams #camgirl #camgirls #webcamsex #livesex https://t.co/ZccTlwn45D,0,1552,337,0,1
732575853222076416,Get Weather Updates from theweatherchannel 10:17:49,0,0,2,0,1
732575857403813888,Get Weather Updates from theweatherchannel 10:17:50,0,36,1,0,1
732575861610680320,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/NKTTRlAMwB,0,734,688,0,1
732575886755532802,Get Weather Updates from theweatherchannel 10:17:57,0,39,1,0,1
732575886751326208,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/1YV54z1ok8,0,0,699,0,1
732575890933055489,Get Weather Updates from theweatherchannel 10:17:58,0,42,2,0,1
732575890962538496,Get Weather Updates from The Weather Channel. 10:17:58,0,12,1,0,1
732575895148339200,Get Weather Updates from The Weather Channel. 10:17:59,0,9,2,0,1
732575899321696257,PHOTOS: Man pours kerosene on his own daughter &amp; sets her on fire https://t.co/Jb7AcqfMPN @metronaija,0,108,186,0,1
732575899359436800,Natrogix Pure Forskolin � Enzyme &amp; Metabolism Multiple to Lose Weight. Best Supplement� https://t.co/s7IUAqL18d https://t.co/FHQWH50z2O,0,0,7,0,1
732575911942492160,material handler jobposting.do?searchstring=Montreal&amp;action=Search&amp;id=20077494&amp;source=rss,0,47,50,0,1
732575924487487489,RT @TopAnnalisa: sensual and hight educated Supreme Level Escort. +39 349 1153953 http://t.co/qwjsW2OmEu,0,4008,57698,9,1
732575924495867906,1.bonus top up earlybird 20-9 agust 2013 3000bv = USD 200 @iklanyes #iklanyes #SOCIALMEDIA,0,0,197,0,1
732575932897202176,Found a Transponder Snail! Execution! Is this the Straw Hats' final moment?! https://t.co/0MlRszUTQO #TreCru https://t.co/hCaKArJ39g,0,0,1,0,1
732575949678600192,RT @glowkit: RT TO WIN: Urban Decay Alice Looking Through the Glass Palette https://t.co/ppHrfslhn0,0,70,86,14388,1
732575949687033856,"#RacingRivals Race 4 Cash, Cred, &amp; Pinks. Try Racing Rivals! https://t.co/BVvGM8drOr",0,1040,139,0,1
732575958071287808,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/Tj7c4tzKCM,0,0,21,0,1
732575970650034177,"Your creative prowess is readily apparent at work today, embol... More for Leo https://t.co/wiYVhfGevt",0,1725,1480,0,1
732575970658390019,You clearly comprehend the measurable benefits of your current... More for Aquarius https://t.co/uNK78ClhcW,0,244,144,0,1
732575974852677633,"Your imagination is running wild today, but you seem so pragma... More for Scorpio https://t.co/kmi85NHSA6",0,411,644,0,1
732575991625834496,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/0PvpGVrEei #TreCru https://t.co/CZOSCYGd7v",0,31,2,0,1
732575995807469568,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/lOHB2Liz9q,0,476,453,0,1
732576004208611332,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/zXm3FUbGQG,0,630,524,0,1
732576004212989952,"Found a Transponder Snail! Exclusive shots of Skypiea's ""Kami,"" Eneru! https://t.co/64vVD7H4mO #TreCru https://t.co/8ym9y7Y3xr",0,0,0,0,1
732576008402935808,"Maintaining a cool and calm attitude can be a challenge today,... More for Aries https://t.co/XE6TWavcNQ",0,0,34,0,1
732576029366063104,maybe yes #Twittbot,0,1791,158,0,1
732576046139248642,RT @glowkit: RT TO WIN: Urban Decay Alice Looking Through the Glass Palette https://t.co/ppHrfslhn0,0,660,447,14388,1
732576046155862017,Found a Transponder Snail! Scoop! Exclusive photos of the mysterious Mr. 0!! https://t.co/N0FKVvCEiR #TreCru https://t.co/jR6nyvu2Ko,0,10,8,0,1
732576050320838660,You clearly comprehend the measurable benefits of your current... More for Aquarius https://t.co/uzLQt1kXQ0,0,358,390,0,1
732576054519418881,5 people followed me and one person unfollowed me // automatically checked by https://t.co/VtfVB2OCtr,0,661,692,0,1
732576100652621824,RT @oglollipops: Follow + RT to be eligible to win FREE LOLLIPOPS!  2nd Entry at https://t.co/Os81see9hf  #Contest #Win #Freebie https://t.�,0,4918,641,306,1
732576121619767296,You clearly comprehend the measurable benefits of your current... More for Aquarius https://t.co/PKTvr8kRrC,0,118,30,0,1
732576121653497856,"Hurray! I have finished ""Grand Reward"" task  in Big Business HD for iPad! https://t.co/GBL9e940U2 #ipad #ipadgames #gameinsight",0,2,2,0,1
732576134211080192,Risha really likes ketchup chips. I think they're too strong...I wonder if the rumors of America not having any are true. :0,0,280,193,0,1
732576151017787393,Start watching me now. I'm live: https://t.co/xSdQCnRHUO #sub #rub #site #guys https://t.co/r5HVrcuqMe,0,0,4,1,1
732576163562840064,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/NOwguBL1dF,0,622,497,0,1
732576171989196801,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/1D0Q65bdi9,0,1292,1346,3,1
732576171955748864,Great! I've played Paradise Island 2 for 267 days in a row! #ParadiseIsland2 #GameInsight https://t.co/l1uhk7ZVvZ,0,69,26,0,1
732576171955625985,I have reached level 20! Let's play this awesome game - #SUPERSTARLIFE https://t.co/etfGwc7ygi,0,265,10,0,1
732576184572088320,The apprehension referring to online otherwise forex: vNDH https://t.co/GwPCxCJyos,0,0,91,0,1
732576188737032192,RT @gingerbanks1: 1st snapchat of the day sold! :) https://t.co/HGFBRsD5K8,0,2182,442,114,1
732576188737060864,"I've collected 48,504 gold coins!  https://t.co/Mb651wWtcl #android, #androidgames, #gameinsight",0,161,124,0,1
732576192948146177,Milk train bike- exploitable carriage orderliness: KEAG https://t.co/Kzlq7x2Okp,0,0,113,0,1
732576197121544192,2 people unfollowed me // automatically checked by https://t.co/b3wuhlXJkt,0,1482,315,0,1
732576201315864580,Temperature is 0 - Tue May 17 2016 14:19:11 GMT+0000 (UTC),0,0,0,0,1
732576205510193152,Waiting for ya right here: https://t.co/xVwBmFzvXH #jap #cum #cash #trio https://t.co/NfDqLrWBW7,0,0,5,1,1
732576213923827712,"Although you foresee big changes unfolding at work, your smart... More for Taurus https://t.co/nT566supsq",0,350,352,0,1
732576218118164481,"Just make a contract with me,  and become a Magical Girl!",0,371,239,0,1
732576226485764096,WHO: Zika worrying but Rio should host Games: WHO: Zika worrying but Rio should host Games,0,11,110,0,1
732576230701203456,"WOW! My Twitter is worth $6,432.00 today. Find Out Your Twitter Fantasy Value Free! Click Here ==&gt; https://t.co/B2wgpqLOUF #RT #Followme",0,285,97,0,1
732576243288145920,High blunt manual of instruction across offshore diving: ImTZXKgEg https://t.co/rDCfrGlPt8,0,0,109,0,1
732576247453126656,"I just signed this petition, will you join me?via  https://t.co/0hyBqGAvkd",0,17,22,0,1
732576247478255616,Order closed at P/L of $0.65. Ticket 1010426071 Sell 0.01 lots USDCAD,0,1,0,0,1
732576251655770112,Get Weather Updates from theweatherchannel 10:19:24,0,14,2,0,1
732576255867015168,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/hVIxvM4BA9 #TreCru https://t.co/QA4wjvyaVE",0,0,0,0,1
732576260069556225,Found a Transponder Snail! Extra! Extra! Devil of Ohara captured by CP9! https://t.co/kLTXMrcTsz #TreCru https://t.co/VAXFGL5njI,0,0,0,0,1
732576268449910785,WOW! My Twitter is worth $442.20 today. Find Out Your Twitter Fantasy Value Free! Click Here ==&gt; https://t.co/6Rn5ernWMF #RT #Followme,0,54,24,0,1
732576281003327489,"Your imagination is running wild today, but you seem so pragma... More for Scorpio https://t.co/jGImxAuVKE",0,450,521,0,1
732576297793277952,Get Weather Updates from theweatherchannel 10:19:35,0,6,2,0,1
732576297784889344,7 people followed me and 2 people unfollowed me // automatically checked by https://t.co/DoPxdjEJw4,0,681,905,0,1
732576297784729601,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/rUiruPdluy,0,161,35,0,1
732576306181758976,Tappin' out?,0,1085,725,0,1
732576306177712128,6 people followed me and 2 people unfollowed me // automatically checked by https://t.co/65zdL4Xomz,0,859,795,0,1
732576322967375872,fruit saladas yummy yummy,0,8,584,3,1
732576327140806657,. nice like Plakat . Szatan,0,2,4,0,1
732576339753062401,"My followers are in Spain(71%), Mexico(6%)... Get your map too: https://t.co/SF9yQY67ew https://t.co/dKP8ImcPiz",0,118,112,0,1
732576343922085892,Get Weather Updates from theweatherchannel 10:19:46,0,6,1,0,1
732576343938977792,Live Webcam Wet Orgasm on Live Cam Sex Chat https://t.co/zfy2AqSRKD,0,5,7,0,1
732576356500963329,The moaner moaning,0,565,562,0,1
732576364893626368,"Although you foresee big changes unfolding at work, your smart... More for Taurus https://t.co/GJWPnO8dzh",0,408,424,0,1
732576377497509891,asda Check out my class in #GranblueFantasy!https://t.co/rX8YhKVSIO https://t.co/HNwWw8D2F6,0,5,0,0,1
732576394287427584,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/64ib9tMZUk,0,477,273,0,1
732576411060305920,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/iRzQ8B7i3R,0,464,363,0,1
732576411031048193,I�m the 1334369th person in the entire world to beat the Rat pack in WordBrain! #WordBrain #words,0,757,175,0,1
732576419440676865,"New upload: Accepted linux 4.6-1~exp1 (all source) into experimental, experimental... https://t.co/JWm7mctsRb",0,1,711,0,1
732576436217843713,Get Weather Updates from theweatherchannel 10:20:08,0,0,0,0,1
732576444618969088,Men young twinks and twinks gays mexicans at Teach Twinks: A teacher's aide is interviewing for a position wi... https://t.co/u4buneM5QR,0,596,618,0,1
732576448809033729,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/m9bJDwBmrZ,0,502,633,0,1
732576448792252416,Get Weather Updates from The Weather Channel. 10:20:11,0,6,0,0,1
732576448775512064,Get Weather Updates from The Weather Channel. 10:20:11,0,15,1,0,1
732576453003448320,"@Harry_Styles Words can not explain how much I love and appreciate you everyday. Thank you for everything, follow me? x1,349",0,780,911,1,1
732576457193578496,Get Weather Updates from theweatherchannel 10:20:13,0,39,2,0,1
732576469776470016,RT @auntie_bob: The porn mystery of Greg and Joey https://t.co/4lgpAweAqC &lt;-- Just added more video #gayporn #gay #gayamateur https://t.co/�,0,2288,537,6,1
732576473966485509,"aran850909 completed the 'Philatelist' achievement, stage 1 and received rewards! https://t.co/nptaT5Qkrv",0,3,4,0,1
732576473970679808,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/eWzaBTxQzg,0,563,429,0,1
732576478152384512,Get Weather Updates from The Weather Channel. 10:20:18,0,6,1,0,1
732576486562136064,Join me for a live chat at: https://t.co/LrQhpEOvUo #shy #tats #solo #rico https://t.co/cp5Awil3X0,0,0,12,0,1
732576490747879428,Get Weather Updates from theweatherchannel 10:20:20,0,9,2,0,1
732576494938169344,Want to join me? Find me here: https://t.co/7pda3bw4Vi #two #talk #boys #live https://t.co/rmNdcVk5GR,0,0,1,0,1
732576499144884225,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/nFnXw7p0sv,0,735,778,1,1
732576520103825408,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/FHD1O42MhF,0,1808,1183,0,1
732576532699447296,Thank you @Harry_Styles for being such a huge inspiration &amp; positive influence to me. I love &amp; admire you greatly. Follow me maybe ? 138.169,0,408,4673,0,1
732576549455585281,11 I need backup!Battle ID: 987C7686 Lvl 100 Celeste Omega https://t.co/MbpJshnsLc,0,2,1,0,1
732576557835771904,TRADE FFS / FOLLOWERS:  25x25 20x20 15x15 10x10 5x5 OR LESS  -I DO RETWEETS -CAN FOLLOW MULTIPLE -I GO FIRST ALWAYS  TWEET: @5SOSlaysx,0,310,2,0,1
732576582993215488,#BoKeP #Nudes #VenusEchange blackattirebby: softly https://t.co/R8yjwh4Ozk @VxArc @BumOnTheRun1 @RedHotPics https://t.co/cGzVl75fa0,0,267,1610,2,1
732576595601461248,RT @Amazon3PSellers: Follow+RT to enter to win this Photive Sphere Speaker https://t.co/2rkJjC1k4R https://t.co/FBVY8YqI8A #AmazonSweeps ht�,0,799,141,1087,1
732576599778971648,I'm earning #mPLUSRewards in Learn n Earn Real Estate. https://t.co/yJPLa4Zx3c,0,0,1,0,1
732576612391215104,one person followed me // automatically checked by https://t.co/tWHI28o0wS,0,157,391,0,1
732576624936398849,theGaySticky � tumblr | #hotguy #stud #hotmen #gaysticky https://t.co/Nv6dwSTbwP,0,1395,14639,5,1
732576650114830336,Want to join me tonight? I'll be live at: https://t.co/BWQunDFLw1 #her #rub #gets #home https://t.co/xUy6Ed0f8B,0,0,5,1,1
732576662710276097,"Created a new Scenery, ""???"", on Stardoll. Check it out! https://t.co/Vz4JnaqM9s",0,0,1,0,1
732576675276279809,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/fLQ0yv7TSo,0,246,49,0,1
732576683694432257,LP � Arwen Gold fivesome https://t.co/bTb1fKcSuJ #slim #brunette https://t.co/WoGd2weRkZ,0,2433,5668,0,1
732576704653205505,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/qNS1VF6P8W,0,67,29,0,1
732576717248860160,I've just unlocked Mr. Helper achievement in Paradise Island 2! https://t.co/z44AeAYfVU #ParadiseIsland2 #GameInsight,0,0,0,0,1
732576729798082560,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/b3O3drKsJB,0,243,286,0,1
732576729802379264,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/1wanmD3qq0 #TreCru https://t.co/aBsWTp76oL",0,0,0,0,1
732576733988192258,"Looking Northeast on Tuesday, May 17, 2016 @ 10:21:03 AM  #Ohio #Weather #Lancaster https://t.co/fuTdyzQiM3",0,98,260,0,1
732576734025895943,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/nWr25vs2T9,0,369,535,0,1
732576763348291584,United Kingdom Game Paid 21. The Sims 3 - Electronic Arts  https://t.co/SelDMaD3ik  #iPhone  #apple  4883,0,0,297,0,1
732576763352612864,Cute Teen Giving a Sensual Deepthroat https://t.co/T9a28TnL3S,0,0,6,0,1
732576771757858816,You might think your practical approach to financial matters i... More for Virgo https://t.co/XxKCpYozgZ,0,168,33,0,1
732576784340946944,Get Weather Updates from theweatherchannel 10:21:31,0,6,1,0,1
732576784328196098,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/6tWI9tEPck,0,157,69,0,1
732576784332541952,Found a Transponder Snail! Candid pics from the Alubarna Palace Baths! https://t.co/ZusmaIDGT1 #TreCru https://t.co/jwPcpyNCQB,0,41,9,0,1
732576788526796800,Closed a GBP/USD at 1.44436 on ZuluTrade. Visit https://t.co/BlsbCwxV2w  to check on the latest hypothetical performance statistics.,0,195,712,0,1
732576788531052548,RT @twats_and_tits: Visit   https://t.co/DsbsOQk9rk if you want to see more beautiful babes https://t.co/1TjYELwwnQ,0,3828,342,2,1
732576788522618880,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/rQ39Cad2Zt #TreCru https://t.co/fhucyoJohH",0,310,12,0,1
732576792712761344,one person unfollowed me // automatically checked by https://t.co/vARvrM0lMo,0,778,230,0,1
732576801134776320,Welcome to my new 3 followers and goodbye to 1 unfollowers (FREE stats by https://t.co/XuUg9Lqi5h),0,3047,2680,1,1
732576809485635586,You might think your practical approach to financial matters i... More for Virgo https://t.co/re2FpxiQeH,0,0,30,0,1
732576809494056960,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/K1OYjLfA5o,0,638,665,0,1
732576817891004416,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/MNedYwreB6,0,0,357,0,1
732576822077104130,Get Weather Updates from theweatherchannel 10:21:40,0,6,2,0,1
732576826292342785,Get Weather Updates from theweatherchannel 10:21:41,0,6,2,0,1
732576830469902336,I'm earning #mPLUSRewards in https://t.co/1ETJ8DaNuL for Android. https://t.co/h7w8YU1G41 @dictionarycom,0,37,16,0,1
732576834672549888,"#zookeeper: ""Re: IbmX509 KeyManager and TrustManager algorithm not supported"" https://t.co/YUxqJY4Obc",0,39,206,0,1
732576838849941505,Get Weather Updates from theweatherchannel 10:21:44,0,5,2,0,1
732576843073789952,2 people followed me // automatically checked by https://t.co/o3FdiOoiMV,0,86,581,0,1
732576855652454400,[documents] https://t.co/bcxHw9vqVK Pete Peterson - Crossing off finished item,0,1,62,0,1
732576859838238721,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/U5KUREUh4J,0,327,227,0,1
732576868222689280,"Although you foresee big changes unfolding at work, your smart... More for Taurus https://t.co/bvssTQ2IiL",0,250,268,0,1
732576872400195584,Get Weather Updates from theweatherchannel 10:21:51,0,13,0,0,1
732576876602875906,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/XnUwFWnpTJ,0,0,193,0,1
732576880822341637,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/9Smc9Dj4dQ,0,537,497,0,1
732576885016662017,Prepare to get laid TONIGHT!! https://t.co/FZyHc9jGow https://t.co/zzaGJK4xCI,0,0,193,0,1
732576889185898497,Found a Transponder Snail! What's inside? Mystery barrel's shocking secret!! https://t.co/GMxbeCFI66 #TreCru https://t.co/RJvQ5kgpJY,0,3,0,0,1
732576901793865728,Get Weather Updates from theweatherchannel 10:21:59,0,6,0,0,1
732576910174097411,You might think your practical approach to financial matters i... More for Virgo https://t.co/s8Zo4zQfNZ,0,225,369,0,1
732576914351644672,"Maintaining a cool and calm attitude can be a challenge today,... More for Aries https://t.co/DTTv4I5TD6",0,1408,642,0,1
732576918566899713,"Your creative prowess is readily apparent at work today, embol... More for Leo https://t.co/AZ2MnFdvxq",0,207,1987,0,1
732576918566920192,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/PwKlmagKdm,0,187,125,0,1
732576922756997121,"Maintaining a cool and calm attitude can be a challenge today,... More for Aries https://t.co/udHLiNN23Y",0,180,255,0,1
732576926926176256,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/n22PjoLrnN,0,516,427,0,1
732576947927195648,Bella Russa has fire in her eyes as she gets her pussy hole rubbed by lesbian Anita A https://t.co/OTe937ZB5z,0,0,5,0,1
732576952091971585,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/hStHYtTl4l,0,1007,911,0,1
732576952092098560,Get Weather Updates from theweatherchannel 10:22:11,0,0,4,0,1
732576952108875776,tdogz Great #HarborLife tweet! Your points will arrive soon. on 05/17/16 at 14:21:24 GMT  https://t.co/WcaauCSvXe,0,20,8,0,1
732576952113057793,Found a Transponder Snail! Extra! Extra! Devil of Ohara captured by CP9! https://t.co/ObKvzC7XJT #TreCru https://t.co/voorENORKW,0,6,0,0,1
732576960501690368,"WAIT TO SHORT 0 2,584 $MGT Price : 3.87  (P:185,C:13%,G:10%) 17/05/2016 10:22:11",0,91,1686,0,1
732576977291489280,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/RsmrNrWCAF #TreCru https://t.co/DpwZdYsIY9",0,29,5,0,1
732576998233497601,You clearly comprehend the measurable benefits of your current... More for Aquarius https://t.co/Qv1QDWv7uK,0,391,289,1,1
732576998258671616,"I've harvested 1,224 of food!  https://t.co/AcZi6vgEuM #android, #androidgames, #gameinsight",0,37,0,0,1
732577015027630080,I added a video to a @YouTube playlist https://t.co/9TuipNKLeq Sisu - Stare de spirit,0,160,73,0,1
732577023407706113,Get Weather Updates from The Weather Channel. 10:22:28,0,6,0,0,1
732577023428694016,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/ctUMiNeiTe,0,151,215,0,1
732577023416238080,I liked a @YouTube video from @rogue_dalaran https://t.co/Sd1cWowuSg BURSTIEST COMBO - Assassination Rogue PvP WoW 6.2.4,0,27,81,0,1
732577027597950976,one person unfollowed me // automatically checked by https://t.co/VpdSc097PI,0,739,1512,0,1
732577031800639488,Jessica Meets Dava Pic - These ladies are dynamite at licking pussy #spizoo https://t.co/B0B5W8Ojtk https://t.co/v3ttYAyeqs,0,2863,2250,0,1
732577035990667264,"Although you foresee big changes unfolding at work, your smart... More for Taurus https://t.co/LjmjOWBkd1",0,0,297,0,1
732577040197505025,Get Weather Updates from theweatherchannel 10:22:32,0,0,0,0,1
732577044387794945,"Maintaining a cool and calm attitude can be a challenge today,... More for Aries https://t.co/4B4TBJKbPj",0,100,75,0,1
732577061177417728,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/WWd6yDUA5O,0,566,560,0,1
732577077954650112,Get Weather Updates from The Weather Channel. 10:22:41,0,8,0,0,1
732577086330798084,"New day, new tweets, new stats. 1 follower, 0 unfollowers. Via good old https://t.co/R4Cy928lYw",0,120,44,0,1
732577098892640256,Jeyrick Sigmaton #CarrotManMPKInterview it will pass @Myiphone15 @xyrel_angel  https://t.co/PIPmRKu5jL,0,1,20,0,1
732577098905198593,Jeyrick Sigmaton #CarrotManMPKInterview it will pass @Myiphone15 @xyrel_angel  https://t.co/JoC8dir09H,0,0,11,0,1
732577098917810177,Jeyrick Sigmaton #CarrotManMPKInterview it will pass @Myiphone15 @xyrel_angel  https://t.co/frq8Md71di,0,4,29,0,1
732577098892779521,4 tweeps followed me in the past week. Feels great! Do you also want to feel awesome? Check out https://t.co/Y6fgB8l2vR,0,1200,387,0,1
732577098917908480,RT @iworshipstaceyp: Brand New Holly Peers MCG shoot pt 2 @LoveLucyP @JamesGlamfan @thewilson8518 @pindemusse @KeeleyHazellFan https://t.co�,0,157,22421,25,1
732577098901032961,Jeyrick Sigmaton #CarrotManMPKInterview it will pass @Myiphone15 @xyrel_angel  https://t.co/xYIv7FFnk5,0,2,13,0,1
732577111479836672,"Pacific Time � May 17, 2016 at 07:21AM � promote something here @ me � #follow4follow - #f4f",0,1,75,0,1
732577111488110593,Although you're fully capable of understanding both sides of a... More for Libra https://t.co/RB43XgFBUz,0,650,594,0,1
732577119876698112,I have reached level 17! Let's play this awesome game - #SUPERSTARLIFE https://t.co/EuAVDE7ce5,0,23,4,0,1
732577119885107201,Share your plans with your closest supporters before it become... More for Sagittarius https://t.co/nvHatFTpjD,0,301,248,0,1
732577187006578689,Conflicting emotions may tug at you until you begin to feel a ... More for Gemini https://t.co/4yQ0kZo3bM,0,253,1206,0,1
732577191179866112,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/s9n5il1EYG,0,608,448,0,1
732577212147228673,Get Weather Updates from theweatherchannel 10:23:12,0,10,2,0,1
732577212172357632,Get Weather Updates from theweatherchannel 10:23:12,0,11,1,0,1
732577216354254848,Get Weather Updates from theweatherchannel 10:23:14,0,11,2,0,1
732577216354091009,Your stellar presentation enables everyone to witness your det... More for Pisces https://t.co/HKQW4TJZzr,0,166,168,0,1
732577224725913600,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/2vYodsQLyo,0,537,2245,0,1
732577241528471554,RT @CultBoxTV: Win! Follow @CultBoxTV and RT for a chance to win one of four copies of 'Creed' https://t.co/n6s6YWXlId https://t.co/V9vdpo2�,0,4940,2087,1090,1
732577245710024704,Get Weather Updates from theweatherchannel 10:23:21,0,7,1,0,1
732577254102827008,You clearly comprehend the measurable benefits of your current... More for Aquarius https://t.co/qBC5KcQ4Fi,0,408,354,0,1
732577266677452800,You are highly strategic in your planning because your profess... More for Capricorn https://t.co/geuVHtWMP9,0,4530,5181,0,1
732577275053494272,RT @theaskincare: Get happy glowing hands &amp; feet with our bank holiday duo set giveaway RT &amp; enter to win  https://t.co/tDb4fdhhs3 https://�,0,4510,1325,114,1
732577279272837124,You might think your practical approach to financial matters i... More for Virgo https://t.co/rdiScfO7vK,0,206,32,0,1
732577287661617152,I'm @BigBrotherCA's No. 1 fan on @FAMOUSdotAF! https://t.co/VyE0XoDGaB Get it: https://t.co/iK7VHDkHAq,0,637,53,0,1
732577300240207872,Nice! https://t.co/x6XwjC4xai,0,158,61,0,1
732577304443006976,"I've just finished ""North by Northwest""! I'd love for you to come and get a gift from me! https://t.co/bPyy4RzMSH #android  #gameinsight",0,2,1,0,1
732577304413675520,Get Weather Updates from theweatherchannel 10:23:35,0,40,2,0,1
732577321207504896,Get Weather Updates from The Weather Channel. 10:23:39,0,8,2,0,1
732577329608724481,Get Weather Updates from theweatherchannel 10:23:41,0,11,1,0,1
732577329596129280,RT @captiveculture: NEW POST &gt; 10 years ago : orgasm control https://t.co/G9v5kmPyss,0,916,1091,3,1
732577333790433280,You might think your practical approach to financial matters i... More for Virgo https://t.co/uVXeI4pDyH,0,983,1048,0,1
732577342183247876,Get Weather Updates from The Weather Channel. 10:23:44,0,10,1,0,1
732577346364932098,"I've harvested 57 of food!  https://t.co/bRt9dOsldE #ipad, #ipadgames, #gameinsight",0,126,20,0,1
732577346377523200,"Your imagination is running wild today, but you seem so pragma... More for Scorpio https://t.co/AiKGwX1Cwm",0,219,737,0,1
732577350559379457,Get Weather Updates from The Weather Channel. 10:23:46,0,6,3,0,1
732577358939623424,I posted a new video to Facebook https://t.co/WI32JFPbG3,0,404,108,0,1
732577367357448194,Get Weather Updates from The Weather Channel. 10:23:50,0,6,1,0,1
732577371551850497,Stroking Cock Live: https://t.co/f71mgW9Bv4 #sexcams #livesex #jizz #dogging #gay https://t.co/h1JzzqYZQO,0,1296,470,0,1
732577396688293888,Found a Transponder Snail! A tearful farewell: The Going Merry's last voyage. https://t.co/mbQOpsTdEN #TreCru https://t.co/C05e89nDLc,0,24,10,0,1
732577400886792192,2 people followed me // automatically checked by https://t.co/JZp0dST6NR,0,501,364,0,1
732577421862576129,+High school beauties lost their lives just hours after taking this photo after their school celebration(Pics)- https://t.co/SwrTnKsQV6,0,145536,180094,0,1
732577430280396804,Kassie Kay &amp; Gia Erotica Strap-On Play #GIRL-GIRL #clips4sale https://t.co/qtwxAHQqad via @clips4sale,0,1577,10340,0,1
732577434453729280,RT @ZAPSG0LD: rt for an indirect   free bc bored &amp; ily  i'll @ u,0,151,1143,39,1
732577451218460672,"Today is the LAST DAY to rt our pinned tweet to meet one of our headliners, Bronze Radio Return!! Rt rt rt!!",0,366,378,2,1
732577451231072257,"Found a Transponder Snail! Giants, sea monsters and other amazing encounters! https://t.co/2XmNBM6f60 #TreCru https://t.co/4dNVNvMqqk",0,2,1,0,1
732577455416999937,6 people followed me and 3 people unfollowed me // automatically checked by https://t.co/2Z8JMBAukH,0,655,493,0,1
732577484768706561,Find me some Leads by maarinush92 https://t.co/aFqRLINIeg https://t.co/uhKTGo0TJP #job #offcampus #placement #walkin,0,0,975,0,1
732577501545795584,It seems like someone is trying to convince you to do somethin... More for Cancer https://t.co/R7DEqANBcO,0,2541,2341,0,1
732577522546814977,I posted a new photo to Facebook https://t.co/6BKFzZ6mEU,0,0,100,0,1
732577526724235264,In force financial strategies as proxy for students ingoing community college: baQPOnLb,0,1,45,0,1
